Slice	Date	Plot	Treatment	Replicate	Microplot	Date2	Area	ok
2017-05	14/05/17	OR4	H	3	OR4-H3	(14-05-17)	2.968	
2017-05	14/05/17	OR4	NH	1	OR4-NH1	(14-05-17)	3.706	
2017-05	14/05/17	OR4	NH	2	OR4-NH2	(14-05-17)	11.370	
2017-05	14/05/17	OR4	NH	3	OR4-NH3	(14-05-17)	7.227	
2017-05	21/05/17	OR4	H	3	OR4-H3	(21-05-17)	3.816	
2017-05	21/05/17	OR4	H	1	OR4-H1	(21-05-17)	12.198	
2017-05	21/05/17	OR4	H	2	OR4-H2	(21-05-17)	1.699	
2017-05	21/05/17	OR4	NH	1	OR4-NH1	(21-05-17)	3.314	
2017-05	21/05/17	OR4	NH	2	OR4-NH2	(21-05-17)	11.225	
2017-05	21/05/17	OR4	NH	3	OR4-NH3	(21-05-17)	6.243	
2017-05	26/05/17	OR4	H	1	OR4-H1	(26-05-17)	12.042	
2017-05	26/05/17	OR4	H	2	OR4-H2	(26-05-17)	2.098	
2017-05	26/05/17	OR4	H	3	OR4-H3	(26-05-17)	4.345	
2017-05	26/05/17	OR4	NH	1	OR4-NH1	(26-05-17)	4.052	
2017-05	26/05/17	OR4	NH	2	OR4-NH2	(26-05-17)	10.924	
2017-05	26/05/17	OR4	NH	3	OR4-NH3	(26-05-17)	7.253	
2017-06	01/06/17	OR4	H	1	OR4-H1	(01-06-17)	16.972	
2017-06	01/06/17	OR4	H	2	OR4-H2	(01-06-17)	3.643	
2017-06	01/06/17	OR4	H	3	OR4-H3	(01-06-17)	6.424	
2017-06	01/06/17	OR4	NH	1	OR4-NH1	(01-06-17)	5.440	
2017-06	01/06/17	OR4	NH	2	OR4-NH2	(01-06-17)	14.556	
2017-06	01/06/17	OR4	NH	3	OR4-NH3	(01-06-17)	9.292	
2017-06	04/06/17	OR4	H	1	OR4-H1	(04-06-17)	18.788	
2017-06	04/06/17	OR4	H	2	OR4-H2	(04-06-17)	5.609	
2017-06	04/06/17	OR4	H	3	OR4-H3	(04-06-17)	7.441	
2017-06	04/06/17	OR4	NH	1	OR4-NH1	(04-06-17)	5.678	
2017-06	04/06/17	OR4	NH	2	OR4-NH2	(04-06-17)	17.477	
2017-06	04/06/17	OR4	NH	3	OR4-NH3	(04-06-17)	11.138	
2017-06	11/06/17	OR4	H	1	OR4-H1	(11-06-17)	11.815	
2017-06	11/06/17	OR4	H	2	OR4-H2	(11-06-17)	2.158	
2017-06	11/06/17	OR4	H	3	OR4-H3	(11-06-17)	2.928	
2017-06	11/06/17	OR4	NH	1	OR4-NH1	(11-06-17)	3.827	
2017-06	11/06/17	OR4	NH	2	OR4-NH2	(11-06-17)	9.765	
2017-06	11/06/17	OR4	NH	3	OR4-NH3	(11-06-17)	7.095	
2017-06	13/06/17	OR4	H	1	OR4-H1	(13-06-17)	6.591	
2017-06	13/06/17	OR4	H	2	OR4-H2	(13-06-17)	1.798	
2017-06	13/06/17	OR4	H	3	OR4-H3	(13-06-17)	1.705	
2017-06	13/06/17	OR4	NH	1	OR4-NH1	(13-06-17)	4.768	
2017-06	13/06/17	OR4	NH	2	OR4-NH2	(13-06-17)	5.948	
2017-06	13/06/17	OR4	NH	3	OR4-NH3	(13-06-17)	4.271	
2017-06	15/06/17	OR4	H	1	OR4-H1	(15-06-17)	4.923	
2017-06	15/06/17	OR4	H	2	OR4-H2	(15-06-17)	1.205	
2017-06	15/06/17	OR4	H	3	OR4-H3	(15-06-17)	1.294	
2017-06	15/06/17	OR4	NH	1	OR4-NH1	(15-06-17)	2.538	
2017-06	15/06/17	OR4	NH	2	OR4-NH2	(15-06-17)	4.688	
2017-06	15/06/17	OR4	NH	3	OR4-NH3	(15-06-17)	3.750	
2017-06	18/06/17	OR4	H	1	OR4-H1	(18-06-17)	0.423	
2017-06	18/06/17	OR4	H	2	OR4-H2	(18-06-17)	0.291	
2017-06	18/06/17	OR4	H	3	OR4-H3	(18-06-17)	0.148	
2017-06	18/06/17	OR4	NH	1	OR4-NH1	(18-06-17)	1.845	
2017-06	18/06/17	OR4	NH	2	OR4-NH2	(18-06-17)	0.770	
2017-06	18/06/17	OR4	NH	3	OR4-NH3	(18-06-17)	1.663	
2017-06	27/06/17	OR4	H	1	OR4-H1	(27-06-17)	0.316	
2017-06	27/06/17	OR4	H	2	OR4-H2	(27-06-17)	0.291	
2017-06	27/06/17	OR4	H	3	OR4-H3	(27-06-17)	0.056	
2017-06	27/06/17	OR4	NH	1	OR4-NH1	(27-06-17)	1.822	
2017-06	27/06/17	OR4	NH	2	OR4-NH2	(27-06-17)	0.431	
2017-06	27/06/17	OR4	NH	3	OR4-NH3	(27-06-17)	0.698	
2017-06	28/06/17	OR4	H	1	OR4-H1	(28-06-17)	0.366	
2017-06	28/06/17	OR4	H	2	OR4-H2	(28-06-17)	0.331	
2017-06	28/06/17	OR4	H	3	OR4-H3	(28-06-17)	0.095	
2017-06	28/06/17	OR4	NH	1	OR4-NH1	(28-06-17)	1.802	
2017-06	28/06/17	OR4	NH	2	OR4-NH2	(28-06-17)	0.427	
2017-06	28/06/17	OR4	NH	3	OR4-NH3	(28-06-17)	0.674	
2017-07	01/07/17	OR4	H	1	OR4-H1	(01-07-17)	0.509	
2017-07	01/07/17	OR4	H	2	OR4-H2	(01-07-17)	0.370	
2017-07	01/07/17	OR4	H	3	OR4-H3	(01-07-17)	0.083	
2017-07	01/07/17	OR4	NH	1	OR4-NH1	(01-07-17)	2.341	
2017-07	01/07/17	OR4	NH	2	OR4-NH2	(01-07-17)	0.441	
2017-07	01/07/17	OR4	NH	3	OR4-NH3	(01-07-17)	0.584	
2017-07	06/07/17	OR4	H	1	OR4-H1	(06-07-17)	0.149	
2017-07	06/07/17	OR4	H	2	OR4-H2	(06-07-17)	0.632	
2017-07	06/07/17	OR4	H	3	OR4-H3	(06-07-17)	0.096	
2017-07	06/07/17	OR4	NH	1	OR4-NH1	(06-07-17)	2.041	
2017-07	06/07/17	OR4	NH	2	OR4-NH2	(06-07-17)	0.634	
2017-07	06/07/17	OR4	NH	3	OR4-NH3	(06-07-17)	0.594	
2017-07	08/07/17	OR4	H	1	OR4-H1	(08-07-17)	0.174	
2017-07	08/07/17	OR4	H	2	OR4-H2	(08-07-17)	0.602	
2017-07	08/07/17	OR4	H	3	OR4-H3	(08-07-17)	0.152	
2017-07	08/07/17	OR4	NH	2	OR4-NH2	(08-07-17)	0.273	
2017-07	08/07/17	OR4	NH	3	OR4-NH3	(08-07-17)	0.366	
2017-07	08/07/17	OR4	NH	1	OR4-NH1	(08-07-17)	1.550	
2017-07	09/07/17	OR4	H	1	OR4-H1	(09-07-17)	0.214	
2017-07	09/07/17	OR4	H	2	OR4-H2	(09-07-17)	1.234	
2017-07	09/07/17	OR4	H	3	OR4-H3	(09-07-17)	1.486	
2017-07	09/07/17	OR4	NH	1	OR4-NH1	(09-07-17)	1.918	
2017-07	09/07/17	OR4	NH	2	OR4-NH2	(09-07-17)	0.368	
2017-07	09/07/17	OR4	NH	3	OR4-NH3	(09-07-17)	0.510	
2017-07	16/07/17	OR4	H	1	OR4-H1	(16-07-17)	0.273	
2017-07	16/07/17	OR4	H	2	OR4-H2	(16-07-17)	0.970	
2017-07	16/07/17	OR4	H	3	OR4-H3	(16-07-17)	0.302	
2017-07	16/07/17	OR4	NH	1	OR4-NH1	(16-07-17)	1.638	
2017-07	16/07/17	OR4	NH	2	OR4-NH2	(16-07-17)	0.262	
2017-07	16/07/17	OR4	NH	3	OR4-NH3	(16-07-17)	0.413	
2017-07	22/07/17	OR4	H	1	OR4-H1	(22-07-17)	0.490	
2017-07	22/07/17	OR4	H	2	OR4-H2	(22-07-17)	0.813	
2017-07	22/07/17	OR4	H	3	OR4-H3	(22-07-17)	0.432	
2017-07	22/07/17	OR4	NH	1	OR4-NH1	(22-07-17)	2.055	
2017-07	22/07/17	OR4	NH	2	OR4-NH2	(22-07-17)	0.164	
2017-07	22/07/17	OR4	NH	3	OR4-NH3	(22-07-17)	0.305	
2017-07	29/07/17	OR4	H	1	OR4-H1	(29-07-17)	1.112	
2017-07	29/07/17	OR4	H	2	OR4-H2	(29-07-17)	1.736	
2017-07	29/07/17	OR4	H	3	OR4-H3	(29-07-17)	0.219	
2017-07	29/07/17	OR4	NH	1	OR4-NH1	(29-07-17)	2.013	
2017-07	29/07/17	OR4	NH	2	OR4-NH2	(29-07-17)	0.352	
2017-07	29/07/17	OR4	NH	3	OR4-NH3	(29-07-17)	0.551	
2017-08	04/08/17	OR4	H	1	OR4-H1	(04-08-17)	0.715	
2017-08	04/08/17	OR4	H	2	OR4-H2	(04-08-17)	1.501	
2017-08	04/08/17	OR4	H	3	OR4-H3	(04-08-17)	0.284	
2017-08	04/08/17	OR4	NH	1	OR4-NH1	(04-08-17)	1.752	
2017-08	04/08/17	OR4	NH	2	OR4-NH2	(04-08-17)	0.399	
2017-08	04/08/17	OR4	NH	3	OR4-NH3	(04-08-17)	0.506	
2017-08	12/08/17	OR4	H	1	OR4-H1	(12-08-17)	1.016	
2017-08	12/08/17	OR4	H	2	OR4-H2	(12-08-17)	1.979	
2017-08	12/08/17	OR4	H	3	OR4-H3	(12-08-17)	0.533	
2017-08	12/08/17	OR4	NH	1	OR4-NH1	(12-08-17)	2.441	
2017-08	12/08/17	OR4	NH	2	OR4-NH2	(12-08-17)	0.498	
2017-08	12/08/17	OR4	NH	3	OR4-NH3	(12-08-17)	0.781	
2017-08	20/08/17	OR4	H	1	OR4-H1	(20-08-17)	1.337	
2017-08	20/08/17	OR4	H	2	OR4-H2	(20-08-17)	2.687	
2017-08	20/08/17	OR4	H	3	OR4-H3	(20-08-17)	1.176	
2017-08	20/08/17	OR4	NH	1	OR4-NH1	(20-08-17)	2.991	
2017-08	20/08/17	OR4	NH	2	OR4-NH2	(20-08-17)	0.614	
2017-08	20/08/17	OR4	NH	3	OR4-NH3	(20-08-17)	1.197	
2017-08	28/08/17	OR4	H	1	OR4-H1	(28-08-17)	2.869	
2017-08	28/08/17	OR4	H	2	OR4-H2	(28-08-17)	4.256	
2017-08	28/08/17	OR4	H	3	OR4-H3	(28-08-17)	3.511	
2017-08	28/08/17	OR4	NH	1	OR4-NH1	(28-08-17)	4.109	
2017-08	28/08/17	OR4	NH	2	OR4-NH2	(28-08-17)	1.421	
2017-08	28/08/17	OR4	NH	3	OR4-NH3	(28-08-17)	3.169	
2017-09	01/09/17	OR4	H	1	OR4-H1	(01-09-17)	2.452	
2017-09	01/09/17	OR4	H	2	OR4-H2	(01-09-17)	4.389	
2017-09	01/09/17	OR4	H	3	OR4-H3	(01-09-17)	1.022	
2017-09	01/09/17	OR4	NH	1	OR4-NH1	(01-09-17)	4.140	
2017-09	01/09/17	OR4	NH	2	OR4-NH2	(01-09-17)	1.403	
2017-09	01/09/17	OR4	NH	3	OR4-NH3	(01-09-17)	2.653	
2017-09	08/09/17	OR4	H	1	OR4-H1	(07-09-17)	2.890	
2017-09	08/09/17	OR4	H	2	OR4-H2	(07-09-17)	5.299	
2017-09	08/09/17	OR4	H	3	OR4-H3	(07-09-17)	1.193	
2017-09	08/09/17	OR4	NH	1	OR4-NH1	(07-09-17)	4.594	
2017-09	08/09/17	OR4	NH	2	OR4-NH2	(07-09-17)	1.373	
2017-09	08/09/17	OR4	NH	3	OR4-NH3	(07-09-17)	3.213	
2017-09	14/09/17	OR4	H	1	OR4-H1	(14-09-17)	6.808	
2017-09	14/09/17	OR4	H	2	OR4-H2	(14-09-17)	6.649	
2017-09	14/09/17	OR4	H	3	OR4-H3	(14-09-17)	3.136	
2017-09	14/09/17	OR4	NH	1	OR4-NH1	(14-09-17)	5.463	
2017-09	14/09/17	OR4	NH	2	OR4-NH2	(14-09-17)	1.612	
2017-09	14/09/17	OR4	NH	3	OR4-NH3	(14-09-17)	5.478	
2017-09	21/09/17	OR4	H	1	OR4-H1	(21-09-17)	4.886	
2017-09	21/09/17	OR4	H	2	OR4-H2	(21-09-17)	9.135	
2017-09	21/09/17	OR4	H	3	OR4-H3	(21-09-17)	2.411	
2017-09	21/09/17	OR4	NH	1	OR4-NH1	(21-09-17)	5.806	
2017-09	21/09/17	OR4	NH	2	OR4-NH2	(21-09-17)	1.940	
2017-09	21/09/17	OR4	NH	3	OR4-NH3	(21-09-17)	6.456	
2017-10	07/10/17	OR4	H	1	OR4-H1	(07-10-17)	8.437	
2017-10	07/10/17	OR4	H	2	OR4-H2	(07-10-17)	13.978	
2017-10	07/10/17	OR4	H	3	OR4-H3	(07-10-17)	4.462	
2017-10	07/10/17	OR4	NH	1	OR4-NH1	(07-10-17)	6.888	
2017-10	07/10/17	OR4	NH	2	OR4-NH2	(07-10-17)	3.470	
2017-10	07/10/17	OR4	NH	3	OR4-NH3	(07-10-17)	11.753	
2017-10	14/10/17	OR4	H	1	OR4-H1	(14-10-17)	10.346	
2017-10	14/10/17	OR4	H	2	OR4-H2	(14-10-17)	16.133	
2017-10	14/10/17	OR4	H	3	OR4-H3	(14-10-17)	5.278	
2017-10	14/10/17	OR4	NH	1	OR4-NH1	(14-10-17)	7.864	
2017-10	14/10/17	OR4	NH	2	OR4-NH2	(14-10-17)	4.446	
2017-10	14/10/17	OR4	NH	3	OR4-NH3	(14-10-17)	13.882	
2017-10	22/10/17	OR4	H	1	OR4-H1	(22-10-17)	11.174	
2017-10	22/10/17	OR4	H	2	OR4-H2	(22-10-17)	17.042	
2017-10	22/10/17	OR4	H	3	OR4-H3	(22-10-17)	6.150	
2017-10	22/10/17	OR4	NH	1	OR4-NH1	(22-10-17)	8.590	
2017-10	22/10/17	OR4	NH	2	OR4-NH2	(22-10-17)	5.175	
2017-10	22/10/17	OR4	NH	3	OR4-NH3	(22-10-17)	17.398	
2017-10	29/10/17	OR4	H	1	OR4-H1	(29-10-17)	14.617	
2017-10	29/10/17	OR4	H	2	OR4-H2	(29-10-17)	19.331	
2017-10	29/10/17	OR4	H	3	OR4-H3	(29-10-17)	8.014	
2017-10	29/10/17	OR4	NH	1	OR4-NH1	(29-10-17)	10.911	
2017-10	29/10/17	OR4	NH	2	OR4-NH2	(29-10-17)	6.463	
2017-10	29/10/17	OR4	NH	3	OR4-NH3	(29-10-17)	21.671	
2017-11	04/11/17	OR4	H	1	OR4-H1	(4-11-17)	13.828	
2017-11	04/11/17	OR4	H	2	OR4-H2	(4-11-17)	18.014	
2017-11	04/11/17	OR4	H	3	OR4-H3	(4-11-17)	7.385	
2017-11	04/11/17	OR4	NH	1	OR4-NH1	(4-11-17)	11.791	
2017-11	04/11/17	OR4	NH	2	OR4-NH2	(4-11-17)	6.577	
2017-11	04/11/17	OR4	NH	3	OR4-NH3	(4-11-17)	22.829	
2017-11	12/11/17	OR4	H	1	OR4-H1	(12-11-17)	12.432	
2017-11	12/11/17	OR4	H	2	OR4-H2	(12-11-17)	15.480	
2017-11	12/11/17	OR4	H	3	OR4-H3	(12-11-17)	6.513	
2017-11	12/11/17	OR4	NH	1	OR4-NH1	(12-11-17)	10.866	
2017-11	12/11/17	OR4	NH	2	OR4-NH2	(12-11-17)	6.683	
2017-11	12/11/17	OR4	NH	3	OR4-NH3	(12-11-17)	23.720	
2017-11	23/11/17	OR4	H	1	OR4-H1	(23-11-17)	13.657	
2017-11	23/11/17	OR4	H	2	OR4-H2	(23-11-17)	14.861	
2017-11	23/11/17	OR4	H	3	OR4-H3	(23-11-17)	7.197	
2017-11	23/11/17	OR4	NH	1	OR4-NH1	(23-11-17)	12.584	
2017-11	23/11/17	OR4	NH	2	OR4-NH2	(23-11-17)	7.949	
2017-11	23/11/17	OR4	NH	3	OR4-NH3	(23-11-17)	25.432	
2017-12	11/12/17	OR4	H	1	OR4-H1	(11-12-17)	10.568	
2017-12	11/12/17	OR4	H	2	OR4-H2	(11-12-17)	15.270	
2017-12	11/12/17	OR4	H	3	OR4-H3	(11-12-17)	6.856	
2017-12	11/12/17	OR4	NH	1	OR4-NH1	(11-12-17)	10.485	
2017-12	11/12/17	OR4	NH	2	OR4-NH2	(11-12-17)	7.433	
2017-12	11/12/17	OR4	NH	3	OR4-NH3	(11-12-17)	27.737	
2017-12	23/12/17	OR4	H	1	OR4-H1	(23-12-17)	12.051	
2017-12	23/12/17	OR4	H	2	OR4-H2	(23-12-17)	17.154	
2017-12	23/12/17	OR4	H	3	OR4-H3	(23-12-17)	7.295	
2017-12	23/12/17	OR4	NH	1	OR4-NH1	(23-12-17)	11.951	
2017-12	23/12/17	OR4	NH	2	OR4-NH2	(23-12-17)	8.556	
2017-12	23/12/17	OR4	NH	3	OR4-NH3	(23-12-17)	27.974	
2017-12	31/12/17	OR4	H	1	OR4-H1	(31-12-17)	11.865	
2017-12	31/12/17	OR4	H	2	OR4-H2	(31-12-17)	15.325	
2017-12	31/12/17	OR4	H	3	OR4-H3	(31-12-17)	7.200	
2017-12	31/12/17	OR4	NH	1	OR4-NH1	(31-12-17)	10.403	
2017-12	31/12/17	OR4	NH	2	OR4-NH2	(31-12-17)	7.809	
2017-12	31/12/17	OR4	NH	3	OR4-NH3	(31-12-17)	26.757	
2018-01	06/01/18	OR4	H	1	OR4-H1	(06-01-18)	14.243	
2018-01	06/01/18	OR4	H	2	OR4-H2	(06-01-18)	17.943	
2018-01	06/01/18	OR4	H	3	OR4-H3	(06-01-18)	8.200	
2018-01	06/01/18	OR4	NH	1	OR4-NH1	(06-01-18)	13.884	
2018-01	06/01/18	OR4	NH	2	OR4-NH2	(06-01-18)	8.834	
2018-01	06/01/18	OR4	NH	3	OR4-NH3	(06-01-18)	27.969	
2018-01	13/01/18	OR4	H	1	OR4-H1	(13-01-18)	13.613	
2018-01	13/01/18	OR4	H	2	OR4-H2	(13-01-18)	19.807	
2018-01	13/01/18	OR4	H	3	OR4-H3	(13-01-18)	8.355	
2018-01	13/01/18	OR4	NH	1	OR4-NH1	(13-01-18)	13.130	
2018-01	13/01/18	OR4	NH	2	OR4-NH2	(13-01-18)	9.236	
2018-01	13/01/18	OR4	NH	3	OR4-NH3	(13-01-18)	29.397	
2018-01	21/01/18	OR4	H	1	OR4-H1	(21-01-18)	14.601	
2018-01	21/01/18	OR4	H	2	OR4-H2	(21-01-18)	19.793	
2018-01	21/01/18	OR4	H	3	OR4-H3	(21-01-18)	8.654	
2018-01	21/01/18	OR4	NH	1	OR4-NH1	(21-01-18)	12.355	
2018-01	21/01/18	OR4	NH	2	OR4-NH2	(21-01-18)	9.908	
2018-01	21/01/18	OR4	NH	3	OR4-NH3	(21-01-18)	28.161	
2018-01	27/01/18	OR4	H	1	OR4-H1	(27-01-18)	13.587	
2018-01	27/01/18	OR4	H	2	OR4-H2	(27-01-18)	20.571	
2018-01	27/01/18	OR4	H	3	OR4-H3	(27-01-18)	8.439	
2018-01	27/01/18	OR4	NH	1	OR4-NH1	(27-01-18)	12.698	
2018-01	27/01/18	OR4	NH	2	OR4-NH2	(27-01-18)	10.908	
2018-01	27/01/18	OR4	NH	3	OR4-NH3	(27-01-18)	28.677	
2018-02	05/02/18	OR4	H	1	OR4-H1	(05-02-18)	15.473	
2018-02	05/02/18	OR4	H	2	OR4-H2	(05-02-18)	21.535	
2018-02	05/02/18	OR4	H	3	OR4-H3	(05-02-18)	9.091	
2018-02	05/02/18	OR4	NH	1	OR4-NH1	(05-02-18)	11.225	
2018-02	05/02/18	OR4	NH	2	OR4-NH2	(05-02-18)	9.628	
2018-02	05/02/18	OR4	NH	3	OR4-NH3	(05-02-18)	29.751	
2018-02	10/02/18	OR4	H	1	OR4-H1	(10-02-18)	14.836	
2018-02	10/02/18	OR4	H	2	OR4-H2	(10-02-18)	19.292	
2018-02	10/02/18	OR4	H	3	OR4-H3	(10-02-18)	8.549	
2018-02	10/02/18	OR4	NH	1	OR4-NH1	(10-02-18)	11.659	
2018-02	10/02/18	OR4	NH	2	OR4-NH2	(10-02-18)	9.575	
2018-02	10/02/18	OR4	NH	3	OR4-NH3	(10-02-18)	26.460	
2018-02	17/02/18	OR4	H	1	OR4-H1	(17-02-18)	14.679	
2018-02	17/02/18	OR4	H	2	OR4-H2	(17-02-18)	19.319	
2018-02	17/02/18	OR4	H	3	OR4-H3	(17-02-18)	7.902	
2018-02	17/02/18	OR4	NH	1	OR4-NH1	(17-02-18)	10.062	
2018-02	17/02/18	OR4	NH	2	OR4-NH2	(17-02-18)	9.039	
2018-02	17/02/18	OR4	NH	3	OR4-NH3	(17-02-18)	25.655	
2018-02	23/02/18	OR4	H	1	OR4-H1	(23-02-18)	16.183	
2018-02	23/02/18	OR4	H	2	OR4-H2	(23-02-18)	20.440	
2018-02	23/02/18	OR4	H	3	OR4-H3	(23-02-18)	8.608	
2018-02	23/02/18	OR4	NH	1	OR4-NH1	(23-02-18)	9.975	
2018-02	23/02/18	OR4	NH	2	OR4-NH2	(23-02-18)	9.412	
2018-02	23/02/18	OR4	NH	3	OR4-NH3	(23-02-18)	25.277	
2018-03	03/03/18	OR4	H	1	OR4-H1	(03-03-18)	20.231	
2018-03	03/03/18	OR4	H	2	OR4-H2	(03-03-18)	27.305	
2018-03	03/03/18	OR4	H	3	OR4-H3	(03-03-18)	9.060	
2018-03	03/03/18	OR4	NH	1	OR4-NH1	(03-03-18)	11.306	
2018-03	03/03/18	OR4	NH	2	OR4-NH2	(03-03-18)	13.216	
2018-03	03/03/18	OR4	NH	3	OR4-NH3	(03-03-18)	27.784	
2018-03	10/03/18	OR4	H	1	OR4-H1	(10-03-18)	24.393	
2018-03	10/03/18	OR4	H	2	OR4-H2	(10-03-18)	30.357	
2018-03	10/03/18	OR4	H	3	OR4-H3	(10-03-18)	11.909	
2018-03	10/03/18	OR4	NH	1	OR4-NH1	(10-03-18)	14.742	
2018-03	10/03/18	OR4	NH	2	OR4-NH2	(10-03-18)	15.790	
2018-03	10/03/18	OR4	NH	3	OR4-NH3	(10-03-18)	32.422	
2018-03	15/03/18	OR4	H	1	OR4-H1	(15-03-18)	26.896	
2018-03	15/03/18	OR4	H	2	OR4-H2	(15-03-18)	32.645	
2018-03	15/03/18	OR4	H	3	OR4-H3	(15-03-18)	16.461	
2018-03	15/03/18	OR4	NH	1	OR4-NH1	(15-03-18)	18.396	
2018-03	15/03/18	OR4	NH	2	OR4-NH2	(15-03-18)	17.639	
2018-03	15/03/18	OR4	NH	3	OR4-NH3	(15-03-18)	33.665	
2018-03	24/03/18	OR4	H	1	OR4-H1	(24-03-18)	33.926	
2018-03	24/03/18	OR4	H	2	OR4-H2	(24-03-18)	34.563	
2018-03	24/03/18	OR4	H	3	OR4-H3	(24-03-18)	17.887	
2018-03	24/03/18	OR4	NH	1	OR4-NH1	(24-03-18)	22.448	
2018-03	24/03/18	OR4	NH	2	OR4-NH2	(24-03-18)	20.862	
2018-03	24/03/18	OR4	NH	3	OR4-NH3	(24-03-18)	37.696	
2018-04	07/04/18	OR4	H	1	OR4-H1	(07-04-18)	42.308	
2018-04	07/04/18	OR4	H	2	OR4-H2	(07-04-18)	37.643	
2018-04	07/04/18	OR4	H	3	OR4-H3	(07-04-18)	23.736	
2018-04	07/04/18	OR4	NH	1	OR4-NH1	(07-04-18)	26.864	
2018-04	07/04/18	OR4	NH	2	OR4-NH2	(07-04-18)	26.276	
2018-04	07/04/18	OR4	NH	3	OR4-NH3	(07-04-18)	43.149	
2018-04	16/04/18	OR4	H	1	OR4-H1	(16-04-18)	45.966	
2018-04	16/04/18	OR4	H	2	OR4-H2	(16-04-18)	40.484	
2018-04	16/04/18	OR4	H	3	OR4-H3	(16-04-18)	27.200	
2018-04	16/04/18	OR4	NH	1	OR4-NH1	(16-04-18)	30.645	
2018-04	16/04/18	OR4	NH	2	OR4-NH2	(16-04-18)	32.756	
2018-04	16/04/18	OR4	NH	3	OR4-NH3	(16-04-18)	47.723	
2018-04	20/04/18	OR4	H	1	OR4-H1	(28-04-18)	45.764	
2018-04	20/04/18	OR4	H	2	OR4-H2	(28-04-18)	41.060	
2018-04	20/04/18	OR4	H	3	OR4-H3	(28-04-18)	26.790	
2018-04	20/04/18	OR4	NH	1	OR4-NH1	(20-04-18)	27.458	
2018-04	20/04/18	OR4	NH	2	OR4-NH2	(20-04-18)	28.445	
2018-04	20/04/18	OR4	NH	3	OR4-NH3	(20-04-18)	48.881	
2018-04	28/04/18	OR4	H	1	OR4-H1	(28-04-18)	45.789	
2018-04	28/04/18	OR4	H	2	OR4-H2	(28-04-18)	41.367	
2018-04	28/04/18	OR4	H	3	OR4-H3	(28-04-18)	26.777	
2018-04	28/04/18	OR4	NH	1	OR4-NH1	(28-04-18)	28.346	
2018-04	28/04/18	OR4	NH	2	OR4-NH2	(28-04-18)	34.358	
2018-04	28/04/18	OR4	NH	3	OR4-NH3	(28-04-18)	48.411	
2018-05	20/05/18	OR4	H	1	OR4-H1	(20-05-18)	49.081	
2018-05	20/05/18	OR4	H	2	OR4-H2	(20-05-18)	44.966	
2018-05	20/05/18	OR4	H	3	OR4-H3	(20-05-18)	28.237	
2018-05	20/05/18	OR4	NH	1	OR4-NH1	(20-05-18)	34.499	
2018-05	20/05/18	OR4	NH	2	OR4-NH2	(20-05-18)	37.172	
2018-05	20/05/18	OR4	NH	3	OR4-NH3	(20-05-18)	57.469	
2018-05	28/05/18	OR4	H	1	OR4-H1	(28-05-18)	47.552	
2018-05	28/05/18	OR4	H	2	OR4-H2	(28-05-18)	47.283	
2018-05	28/05/18	OR4	H	3	OR4-H3	(28-05-18)	28.362	
2018-05	28/05/18	OR4	NH	1	OR4-NH1	(28-05-18)	37.410	
2018-05	28/05/18	OR4	NH	2	OR4-NH2	(28-05-18)	39.285	
2018-05	28/05/18	OR4	NH	3	OR4-NH3	(28-05-18)	60.199	
2018-06	03/06/18	OR4	H	1	OR4-H1	(3-06-18)	3.165	
2018-06	03/06/18	OR4	H	2	OR4-H2	(3-06-18)	3.664	
2018-06	03/06/18	OR4	H	3	OR4-H3	(3-06-18)	2.050	
2018-06	03/06/18	OR4	NH	1	OR4-NH1	(3-06-18)	39.297	
2018-06	03/06/18	OR4	NH	2	OR4-NH2	(3-06-18)	39.538	
2018-06	03/06/18	OR4	NH	3	OR4-NH3	(3-06-18)	65.246	
2018-06	10/06/18	OR4	H	1	OR4-H1	(10-06-18)	0.973	
2018-06	10/06/18	OR4	H	2	OR4-H2	(10-06-18)	1.574	
2018-06	10/06/18	OR4	H	3	OR4-H3	(10-06-18)	0.499	
2018-06	10/06/18	OR4	NH	1	OR4-NH1	(10-06-18)	1.449	
2018-06	10/06/18	OR4	NH	2	OR4-NH2	(10-06-18)	1.776	
2018-06	10/06/18	OR4	NH	3	OR4-NH3	(10-06-18)	2.691	
2018-06	17/06/18	OR4	H	1	OR4-H1	(17-06-18)	1.670	
2018-06	17/06/18	OR4	H	2	OR4-H2	(17-06-18)	1.352	
2018-06	17/06/18	OR4	H	3	OR4-H3	(17-06-18)	0.504	
2018-06	17/06/18	OR4	NH	1	OR4-NH1	(17-06-18)	1.265	
2018-06	17/06/18	OR4	NH	2	OR4-NH2	(17-06-18)	2.069	
2018-06	17/06/18	OR4	NH	3	OR4-NH3	(17-06-18)	2.281	
2018-06	22/06/18	OR4	H	1	OR4-H1	(17-06-18)	1.654	
2018-06	22/06/18	OR4	H	2	OR4-H2	(17-06-18)	1.357	
2018-06	22/06/18	OR4	H	3	OR4-H3	(17-06-18)	0.555	
2018-06	22/06/18	OR4	NH	1	OR4-NH1	(22-06-18)	0.852	
2018-06	22/06/18	OR4	NH	2	OR4-NH2	(22-06-18)	1.625	
2018-06	22/06/18	OR4	NH	3	OR4-NH3	(22-06-18)	2.121	
2018-07	01/07/18	OR4	H	2	OR4-H2	(01-07-18)	0.783	
2018-07	01/07/18	OR4	H	3	OR4-H3	(01-07-18)	0.415	
2018-07	01/07/18	OR4	H	1	OR4-H1	(01-07-18)	6.425	
